,company Name,CIN,ROC Name,Date of Incorporation,Registered Address,Authorised Capital,Paid Up Capital,Date of Last AGM,Date of Latest Balance sheet,Company Status
1165,AARS TRANSFORMERS PRIVATE LIMITED,U29301UP1990PTC012246,RoC-Kanpur,06/09/1990,1083-AKALYANI DEVI ALLAHABAD UTTAR PRADESH Uttar Pradesh INDIA,₹ 1500000,₹,,,STRIKE OFF
1166,SOUTHERN METALLICS PRIVATE LIMITED,U29253TN2010PTC078573,RoC-Chennai,27/12/2010,# 29 Vandalur Kelambakkam Road Mambakkam Chennai Chennai TN 600048 IN,₹ 2500000,₹ 1300000,,,Strike Off
1167,SHREESHYLA REPETITIVE PARTS PRIVATE LIMITED,U29268KA1971PTC002010,RoC-Bangalore,26/02/1971,"SHREESHYLA, KANAKAPURA ROAD,BANGALORE-11 BANGALORE Karnataka INDIA 560011",₹ 200000,₹ 1000,,,UNDER LIQUIDATION
1168,GOLDENFLORRAN MARKETING PRIVATE LIMITED,U74900KA2011PTC060050,RoC-Bangalore,19/08/2011,No.13A 32/21 5TH MAIN ROAD KANTEERAVA STUDIO NARASHIMHALU LAYOUT BANGALORE Bangalore KA 560096 IN,₹ 100000,₹ 100000,,,Strike Off
1169,SIDDIQUI METAL ENTERPRISES PRIVATE LIMITED,U27300MP2017PTC044386,RoC-Gwalior,23/10/2017,315/5-6 316/1 KARONDIA CHOPATI ROAD POST BHATKHEDI MHOW INDORE Indore MP 453441 IN,₹ 100000,₹ 100000,,,Active
1170,POINT R TECHNOLOGIES PRIVATE LIMITED,U31900MH2007PTC170718,RoC-Mumbai,09/05/2007,D/2 902 Hyde Park Near Tatvagyan Vidyapeeth Off Ghodbunder Road Thane Thane Thane MH 400610 IN,₹ 100000,₹ 100000,23/09/2017,31/03/2017,Active
1171,UNIQUE CHAINS PRIVATE LIMITED,U74900MH2010PTC204518,RoC-Mumbai,19/06/2010,"FLOOR ENTIRE-2ND, BULLION HOUSE, 115/121, MUMBADEVI ROAD, TAMBAKATA, MUMBAI Mumbai City MH 400003 IN",₹ 10000000,₹ 3000000,30/12/2020,31/03/2020,Active
1172,ADYA NIWAS PRIVATE LIMITED,U45400WB2007PTC121149,RoC-Kolkata,20/12/2007,74 LENIN SARANI KOLKATA WB 700013 IN,₹ 1900000,₹ 100000,29/09/2017,31/03/2017,Active
1173,RAJDEEP UNIVERSAL PRIVATE LIMITED,U74999MP2018PTC045832,RoC-Gwalior,17/05/2018,"M-2, SMRUTI TOWERS 159, ZONE-II, M.P.NAGAR BHOPAL Bhopal MP 462011 IN",₹ 1000000,₹ 100000,31/12/2020,31/03/2020,Active
1174,EM CAPITAL INDIA ADVISORY PRIVATE LIMITED,U74140DL2006PTC157035,RoC-Delhi,27/12/2006,15 BIRBAL ROAD JANGPURA EXTENSION NEW DELHI South Delhi DL 110014 IN,₹ 500000,₹ 100000,31/12/2007,31/03/2007,Strike Off
1175,WAAREE RETAILS PRIVATE LIMITED,U31900MH2007PTC171987,RoC-Mumbai,25/06/2007,602 6th Floor Western Edge - I Western Express Highway Borivali (East) Mumbai MH 400066 IN,₹ 1000000,₹ 850000,30/09/2014,31/03/2014,Converted to LLP
1176,ICON ELEVATORS PRIVATE LIMITED,U31909TG2004PTC042943,RoC-Hyderabad,25/03/2004,"NASIRA MANZIL, 3RD FLOOR,FLAT NO.301 H.NO.12-2-822/B/2 A, B,SANTHOSH NAGAR, MEHDIPATNAM, HYDERABAD-500028 Telangana INDIA",₹ 100000,₹ 100000,,,ACTIVE
1177,KREST ENGINEERING & TECHNOLOGIES PRIVATE LIMITED,U74140TG2013PTC085996,RoC-Hyderabad,28/02/2013,3 - 2 - 390 / 2A Plot No.25 26 Srila Mansion Road No.8 Shatavahana Nagar LB NAGAR HYDERABAD Hyderabad TG 500070 IN,₹ 100000,₹ 100000,12/09/2017,31/03/2017,Active
1178,SHARP COMTRADE LIMITED,U74899DL2000PLC107099,RoC-Delhi,03/08/2000,"A-28, 1st Floor Jhilmil Industrial Area Delhi Delhi INDIA 110095",₹ 20000000,₹ 10650000,,,ACTIVE
1179,VICTORY BUILDWELL PRIVATE LIMITED,U74899DL2005PTC143487,RoC-Delhi,09/12/2005,"A-16/B1, Mohan Co-operative Industrial Estate Main Mathura Road New Delhi Delhi INDIA 110044",₹ 130000000,₹ 100000000,,,ACTIVE
1180,NEW WIRELESS SYSTEMS AND MAINTENANCE PRIVATE LIMITED,U31109KA1993PTC015031,RoC-Bangalore,14/12/1993,NO 12 FIRST CROSS BEHINDGANESHA TEMPLE CHOLURPALYA. BANGALORE Karnataka INDIA 560023,₹ 300000,₹ 120000,,,DORMANT
1181,AKSHAY TECHNOLOGY PARKS PRIVATE LIMITED,U74140DL2011PTC217907,RoC-Delhi,20/04/2011,C-15 ACHARYA NIKETAN MAYUR VIHAR PHASE-1 DELHI DL 110091 IN,₹ 100000,₹ 100000,14/08/2017,31/03/2017,Active
1182,TURBOTECHNICA ENGINEERING SERVICES PRIVATE LIMITED,U29253TG2009PTC064674,RoC-Hyderabad,06/08/2009,FLAT NO. 102 VRUSHABADRI SEVEN HILLS APARTMENTS NIZAMPET ROAD K.P.H.B KUKATPALLY HYDERABAD Hyderabad TG 500072 IN,₹ 100000,₹ 100000,,,Strike Off
1183,RAMSONS ELECTRONIC COMPONENT INDUSTRIES PVT LTD,U29299DL1983PTC016420,RoC-Delhi,29/08/1983,"9494-96/12,MULTANI DHANDAPAHARNJ,NEW DELHI Delhi INDIA",₹ 300000,₹,,,STRIKE OFF
1184,ASHACHANDRA IMPEX PRIVATE LIMITED,U52390TG2011PTC076581,RoC-Hyderabad,17/09/2011,3-199 KRISHNA COLONY NANDIPAHAD MIRYALGUDA TG 508207 IN,₹ 100000,₹ 100000,,,Strike Off
1185,SUBHRASHI NIRMAN PRIVATE LIMITED,U70109WB2012PTC173755,RoC-Kolkata,09/02/2012,21 B. B. GANGULY STREET 2ND. FLOOR KOLKATA WB 700012 IN,₹ 3000000,₹ 2151450,29/09/2017,31/03/2017,Active
1186,SUMEET FACILITIES PRIVATE LIMITED,U74140PN1992PTC068672,RoC-Pune,22/09/1992,"PLOT NO. 64/21, D - II BLOCK, MIDC, CHINCHWAD PUNE Maharashtra INDIA 411019",₹ 100000000,₹ 95081000,,,ACTIVE
1187,TEJASE BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,U45400TG2011PTC072390,RoC-Hyderabad,25/01/2011,HOUSE NO-1-113/36&amp;37/ Flat No- 405 SHILPA EMARALDSHILPA PARK KONDAPUR HYDERABAD TG 500084 IN,₹ 1000000,₹ 100000,,,Strike Off
1188,MEGSTRAT CONSULTING PRIVATE LIMITED,U74140DL2011PTC217918,RoC-Delhi,21/04/2011,1433-A Sector-B Pocket-1 Vasant Kunj New Delhi DL 110070 IN,₹ 100000,₹ 100000,29/09/2017,31/03/2017,Active
1189,LAB LINKS BIO-TECH PRIVATE LIMITED,U33119KA1989PTC010439,RoC-Bangalore,16/10/1989,"C-16, KSSIDC INDUSTRIAL ESTATE HOSKOTE BANGALORE Karnataka INDIA 562114",₹ 5000000,₹ 1750000,,,ACTIVE
1190,DAPHNE CONSULTANTS PRIVATE LIMITED,U74140DL2006PTC157192,RoC-Delhi,29/12/2006,"2/11B, BASEMENT JANGPURA A NEW DELHI Delhi INDIA 110014",₹ 100000,₹ 100000,,,ACTIVE
1191,CHITHRA KERALAM PRIVATE LIMITED,U92419KL1956PTC001719,ROC-Ernakulam,20/09/1956,ALLEPPEY Kerala INDIA,₹ 1000,₹,,,DISSOLVED
1192,KALYANI CONTRAINERS PVT.LTD.,U29259GJ1991PTC015387,RoC-Ahmedabad,10/04/1991,"48, KAMESHWAR TWINS, B/H,SHREYAS TEKRA, AHMEDABAD. Gujarat INDIA",₹ 1000000,₹ 3000,,,DORMANT
1193,OTIALIA PHARMACEUTICALS PRIVATE LIMITED,U33110UP2009PTC037788,RoC-Kanpur,15/07/2009,HNN- B-144 SECTOR C MAHANAGAR LUCKNOW Lucknow UP 226006 IN,₹ 500000,₹ 160000,,,Strike Off
1194,DIPESH AGRO PRODUCT PRIVATE LIMITED,U29253UP2012PTC054113,RoC-Kanpur,12/12/2012,Industrial Estate Hathras Hathras UP 204101 IN,₹ 2500000,₹ 100000,30/12/2013,31/03/2013,Active
1195,AMBA ALLOYS PRIVATE LIMITED,U74899DL1994PTC058109,RoC-Delhi,28/03/1994,"B-15, AMAR COMPLEX, KANTI NAGAR DELHI Delhi INDIA 110051",₹ 500000,₹ 500000,,,DORMANT
1196,NAVBHARAT ENGICON PRIVATE LIMITED,U74999DL2013PTC254510,RoC-Delhi,27/06/2013,14 OLD NO 17 OFFICE No. 302 THIRD FLOOR VEER SAVARKAR BLOCKSHAKARPUR DELHI East Delhi DL 110092 IN,₹ 500000,₹ 500000,30/09/2016,31/03/2016,Active
1197,MARKNET ENGINEERING PRIVATE LIMITED,U29309TN1996PTC037216,RoC-Chennai,27/12/1996,"37-A, CHAKRAPANI STREET,WEST MAMBALAM MADRAS 600 033 MADRAS 600 033 Tamil Nadu INDIA",₹ 500000,₹,,,STRIKE OFF
1198,RKY SECURITIES PRIVATE LIMITED,U74899DL1994PTC063310,RoC-Delhi,08/12/1994,C-306 STREET NO 9 MAJLIS PARK DELHI Delhi INDIA 110033,₹ 2500000,₹ 100000,,,STRIKE OFF
1199,BHARAT SHEET METAL INDUSTRIES LTD,U29301WB1943PLC011383,RoC-Kolkata,12/05/1943,"36 A & B PRATAP ADITYA ROAD,CALCUTTA, W.B. West Bengal INDIA 700026",₹ 500000,₹ 136045,,,STRIKE OFF
1200,COSTPLUS COMMERCE PRIVATE LIMITED,U74899DL1995PTC072588,RoC-Delhi,20/09/1995,C-1/12 VASANT VIHAR NEW DELHI Delhi INDIA 110057,₹ 500000,₹ 500000,,,ACTIVE
1201,V4U HOMES PRIVATE LIMITED,U45208TN2014PTC096438,RoC-Chennai,07/07/2014,Plot.No.88 Flat No.G1 V4U Om Manor Marutham StreetK.K.Nagar Peerkankarani CHENNAI TN 600063 IN,₹ 500000,₹ 100000,30/09/2016,31/03/2016,Active
1202,DIABRICKS ENGINEERING PRIVATE LIMITED,U29299KA2007PTC043450,RoC-Bangalore,23/07/2007,NO.27 SY NO.17/2 KEMPANNA GARDEN NEARR R SCHOOL DODDABOMMASANDRA VIDYARANYAPURA POST BANGALORE Bangalore KA 560097 IN,₹ 1500000,₹ 1400000,30/09/2017,31/03/2017,Active
1203,FAIRDEALS LITES PVT.LTD,U31501RJ1993PTC007720,RoC-Jaipur,29/09/1993,"F-261,ROAD NO.13,V.K.I.AREA,JAIPUR JAIPUR JAIPUR Rajasthan INDIA",₹ 2500000,₹ 1100200,,,ACTIVE
1204,AUTOTECHSPARES AND SERVICES PRIVATE LIMITED,U93000TG2016PTC109747,RoC-Hyderabad,19/05/2016,INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY GACHIBOWLI HYDERABAD TG 500032 IN,₹ 1000000,₹ 100000,,,Active
1205,CONFERENCE CONSULTANTS AND ORGANIZERS PRIVATE LIMITED.,U74140JK1986PTC000903,RoC-Jammu,03/10/1986,RAJ BAGH SRINAGAR KASHMIR.SRINAGAR JAMMU AND KASHMIR JAMMU AND KASHMIR Jammu and Kashmir INDIA,₹ 100000,₹ 1500,,,DORMANT
1206,BRIGHT INDUSTRIAL COMPONENTS PRIVATE LTD.,U32109DL1986PTC026170,RoC-Delhi,24/11/1986,K 84 MAHAVIR NAGAR NEW DELHI Delhi INDIA,₹ 250000,₹ 92800,,,STRIKE OFF
1207,EXABROAD CONSULTANT (INDIA) LTD,U74140DL1985PLC022840,RoC-Delhi,20/12/1985,63 OLD RAJINDER NAGAR MARKET(3RD FLOOR) NEW DELHI. Delhi INDIA,₹ 500000,₹,,,DORMANT
1208,U CALL EXPRESS SERVICES LTD,U74899DL2000PLC106901,RoC-Delhi,20/07/2000,"311,ROHINI COMPLEX, WA-107, SHAKARPUR, DELHI Delhi INDIA 110092",₹ 500000,₹ 500000,,,ACTIVE
1209,SHRIRAM HOLDINGS MADRAS PRIVATE LIMITED,U74140TN1993PTC024863,RoC-Chennai,19/04/1993,"Mookambika Complex, IV floor, No.4,Lady Desika Road, Mylapore Chennai Tamil Nadu INDIA 600004",₹ 620000000,₹ 371890580,,,AMALGAMATED
1210,MKM LEGAL SOLUTIONS PRIVATE LIMITED,U74999KA2017PTC101337,RoC-Bangalore,14/03/2017,No.7 5th FloorAbove HDFC Bank ThubarahalliVarthur Main Road Bangalore Bangalore KA 560066 IN,₹ 100000,₹ 100000,,,Active
1211,HNB ENGINEERS PRIVATE LIMITED,U29299PN2005PTC020745,RoC-Pune,17/05/2005,"1326, SHUKRAWAR PETH,PUNE - 411 002 PUNE - 411 002 Maharashtra INDIA",₹ 150000000,₹ 53324000,,,ACTIVE
1212,R-ONE EVENTS & MEDIA PRIVATE LIMITED,U74300GJ2009PTC057810,RoC-Ahmedabad,17/08/2009,BLOCK NO.101 MODI HOUSE ABOVE MODI SOAP INDUSTRIES NR. PANCHESWAR TOWER JAMNAGAR GJ 361001 IN,₹ 100000,₹ 100000,30/09/2017,31/03/2017,Active
1213,HALDIA INFRASTRUCTURE DEVELOPMENT ENTERPRISES PVT LTD,U45201WB2003PTC095802,RoC-Kolkata,19/02/2003,CITY CENTREPO DEBHOG(HALDIA) DDIST MIDNAPORE West Bengal INDIA 721645,₹ 20000000,₹ 19995000,,,ACTIVE
1214,SHIVAM MEDIAID PRIVATE LIMITED,U24294DL2008PTC176268,RoC-Delhi,02/04/2008,H.NO. 30 SHANTI VIHAR DELHI DL 110092 IN,₹ 2500000,₹ 100000,30/09/2017,31/03/2017,Active
1215,RATHNAMAS MULTI SOFTS PRIVATE LIMITED,U30009KA1987PTC008605,RoC-Bangalore,22/09/1987,"40/A, KEMPANNA LAYOUT PALACE GUTTAHALLI, BANGALORE UTTAHALLI BANGALORE Karnataka INDIA",₹ 500000,₹ 2000,,,STRIKE OFF
1216,REEJA SUPPLIERS PRIVATE LIMITED,U52609WB2017PTC220721,RoC-Kolkata,25/04/2017,128/130 RABINDRA SARANI KOLKATA Kolkata WB 700007 IN,₹ 100000,₹ 100000,,,Active
1217,CENTRAL TEST HOUSE PRIVATE LIMITED,U74900MH2010PTC204810,RoC-Mumbai,24/06/2010,VIMAL MILLENNIUM PLOT NO 5 BHUASAHEB SURVEY NAGAR JAITALA ROAD NAGPUR Nagpur MH 440022 IN,₹ 100000,₹ 100000,23/12/2011,31/03/2011,Active
1218,SSA MACHINERY PRIVATE LIMITED,U29253TG2012PTC083260,RoC-Hyderabad,25/09/2012,H.NO. 2-1-272/2 Mamatha Nagar colony Nagole Hyderabad Hyderabad TG 500036 IN,₹ 100000,₹ 100000,,,Strike Off
1219,PRECISION TURNERS PVT.LTD.,U29259GJ1991PTC015127,RoC-Ahmedabad,27/02/1991,"A/27/14-15 ROAD 10,UDHANAUDYOG NAGAR SURAT. Gujarat INDIA",₹ 500000,₹ 300,,,UNDER PROCESS OF STRIKING OFF
1220,BADAMI ESTATE PRIVATE LIMITED,U45201GJ2008PTC053355,RoC-Ahmedabad,26/03/2008,4/1 Goverdhan Apartment Opp. Utakarsh Petrol Pump Karelibaug Vadodara Vadodara GJ 390018 IN,₹ 100000,₹ 100000,30/09/2010,31/03/2010,Converted to LLP and Dissolved
1221,GUHAN ENGINEERING PRIVATE LIMITED,U29253TN2011PTC079545,RoC-Chennai,09/03/2011,First Floor Plot No. HIG 44 4th Main Road Eri Scheme Mugappair Chennai Chennai TN 600037 IN,₹ 500000,₹ 500000,22/09/2017,31/03/2017,Active
1222,HEATEX ELECTRICALS PRIVATE LIMITED,U31908MH2012PTC228857,RoC-Mumbai,28/03/2012,GALA NO130 SARITA PRABHAT INDUSTRIAL ESTATE NEXT TO TOLL NAKA WESTERN EXPRESS HIGHWAY MUMBAI MH 400068 IN,₹ 1000000,₹ 450000,29/09/2017,31/03/2017,Active
1223,SNOBOL COMPUTERS PRIVATE LIMITED,U30006TN1996PTC035855,RoC-Chennai,25/06/1996,"4, 7TH ST,KAMARAJ NAGAR THIRUVANMIYUR MADRAS:41 Tamil Nadu INDIA",₹ 500000,₹,,,STRIKE OFF
1224,NOVATRON INTERNATIONAL PRIVATE LIMITED,U30009KA1996PTC020506,RoC-Bangalore,22/05/1996,"NO.357, 3RD CROSS,CAMBRIDGE LAYOUT, ULSOOR, BANGALORE. BANGALORE. Karnataka INDIA 560008",₹ 5000000,₹ 15000,,,STRIKE OFF
1225,DECAGON TOUR & TRAVELS PRIVATE LIMITED,U74999WB2012PTC181655,RoC-Kolkata,14/05/2012,FORTUNA TOWER 23A N. S. ROAD 4TH FLOOR ROOM NO.1 KOLKATA Kolkata WB 700001 IN,₹ 500000,₹ 100000,,,Strike Off
1226,NILAKSHI ELECTRIMECH INDIA PRIVATE LIMITED,U74999PN2017PTC173994,RoC-Pune,22/12/2017,H. No. 24 Gadital Road Katfal Taluka Baramati Pune Pune MH 413102 IN,₹ 100000,₹ 100000,,,Active
1227,CRESCENT HVAC & AIR MANAGEMENT SOLUTIONS PRIVATE LIMITED,U74900MH2010PTC204675,RoC-Mumbai,22/06/2010,48/S2 VEDANT COMMERCIAL COMPLEX VARTAK NAGAR POKHRAN ROAD NO. 1 THANE Thane MH 400606 IN,₹ 1000000,₹ 1000000,,,Strike Off
1228,COASTAL PROFILES PRIVATE LIMITED,U29253TG2010PTC070916,RoC-Hyderabad,21/10/2010,Plot No. C 15 Phase I I.D.A. Patancheru HYDERABAD West Godavari TG 502319 IN,₹ 1000000,₹ 500000,30/09/2016,31/03/2016,Active
1229,LAVANA SPA PRIVATE LIMITED,U74999WB2016PTC217124,RoC-Kolkata,12/08/2016,35/A SYED AMIR ALI AVENUE KOLKATA Kolkata WB 700017 IN,₹ 1000000,₹ 100000,,,Active
1230,DEAL 4 U MULTITRADE INDIA PRIVATE LIMITED,U74120UP2014PTC066346,RoC-Kanpur,30/09/2014,B-20 ADARSH NAGAR KALYANPUR NEAR MAZAR LUCKNOW Lucknow UP 226022 IN,₹ 500000,₹ 500000,,,Active
1231,SIS SOFTLAB (INDIA) PRIVATE LIMITED,U72200TN2006PTC059449,RoC-Chennai,06/04/2006,NO.14 GULMOHAR AVENUEVELACHERY MAIN ROAD GUINDY CHENNAI 600032 TN 600032 IN,₹ 500000,₹ 100000,,,Strike Off
1232,BLR TECHNOLOGIES PRIVATE LIMITED,U29253TG2014PTC094980,RoC-Hyderabad,21/07/2014,PLOT NO 47 ROAD NO 8 FILM NAGAR JUBILEE HILLS HYDERABAD Hyderabad TG 500033 IN,₹ 100000,₹ 100000,,,Active
1233,MAGNOVO MANUFACTURERS PRIVATE LIMITED,U29299TZ2010PTC016499,RoC-Coimbatore,10/11/2010,OLD NO. 6/109 D 1 NEW NO.9/87 KOLAPPALLY P.O. GUDALUR WAY NILGIRIS Nilgiris TN 643253 IN,₹ 1000000,₹ 600000,,,Strike Off
1234,A.V.S TOOLS (INDIA) PRIVATE LIMITED,U29268HR2007PTC036590,RoC-Delhi,06/02/2007,HOUSE NO-96SECTOR-55 FARIDABAD HR 121004 IN,₹ 9500000,₹ 9500000,30/09/2015,31/03/2015,Active
1235,SOORI NIRMAN INFRA PROJECTS PRIVATE LIMITED,U45200AP2012PTC084159,RoC-Hyderabad,15/11/2012,DOOR NO - 50-50-27/6/15 FLAT NO 15 SHIVAM TOWERS BALAYYA SASTRY LAYOUT VISAKHAPATNAM AP 530013 IN,₹ 1000000,₹ 100000,,,Strike Off
1236,S.J.R. CONSULTING SERVICES LIMITED,U74899DL2000PLC107243,RoC-Delhi,11/08/2000,"A-210 LAJPAT NAGAR-I,NEAR KRISHNA MARKET POST OFFICE NEW DELHI Delhi INDIA 110024",₹ 100000,₹ 100000,,,DORMANT
1237,KENTOX INDUSTRIES PRIVATE LIMITED,U51310DL2020PTC363492,RoC-Delhi,29/04/2020,"302, Nitika Tower-1 Azadpur commercial complex, Naniwala Bagh, Azadpur DELHI North West DL 110033 IN",₹ 100000,₹ 100000,,,Active
1238,M DHAR CO PVT LTD,U29299WB1939PTC009638,RoC-Kolkata,23/03/1939,175 RASH BEHARI AVENUE KOLKATA West Bengal INDIA 700019,₹ 100000,₹ 30600,,,STRIKE OFF
1239,DESIGN FASHION HOME PRIVATE LIMITED,U74900KA2011PTC060236,RoC-Bangalore,05/09/2011,Door No. 1-16/6(6) &amp;(7) NH-66 Near Karnataka Bank Head Office Mahaveer Circle MANGALORE KA 575002 IN,₹ 8500000,₹ 6050000,30/09/2015,31/03/2015,Active
1240,SWASTIK STEELS PRIVATE LIMITED,U29301MH1999PTC121987,RoC-Mumbai,21/09/1999,"D 166/167, MIDC, TTC INDUSTRIAL AREA BEHINF L.P. SHIRAVNE NAVI MUMBAI Maharashtra INDIA 400706",₹ 500000,₹ 500000,,,ACTIVE
1241,INNOVATUS BIOTECHNOLOGIES PRIVATE LIMITED,U74899DL2005PTC143537,RoC-Delhi,12/12/2005,C-34 GULMOHAR PARK NEW DELHI Delhi INDIA 110049,₹ 100000,₹ 100000,,,ACTIVE
1242,ANVAL VALVES PRIVATE LIMITED,U29253TN2008PTC070092,RoC-Chennai,05/12/2008,Plots No.E2 and E3 Maraimalai Nagar Industrial Estate Maraimalai Nagar Kancheepuram TN 603209 IN,₹ 1000000,₹ 100000,30/09/2017,31/03/2017,Active
1243,EARTHEN WELLNESS PRIVATE LIMITED,U93000KA2015PTC081066,RoC-Bangalore,23/06/2015,No 24 (Old No 40) Ulsoor Road Ulsoor Bangalore Bangalore KA 560042 IN,₹ 1100000,₹ 100000,30/09/2016,31/03/2016,Active
1244,MAVEN TOOLS AND TECHNOLOGIES PRIVATE LIMITED,U29253PN2012PTC145648,RoC-Pune,11/12/2012,FLAT NO. B-302 ' B WING' 3RD FLOOR OM RESIDENCY SR. NO. 265/8 BANER PUNE MH 411045 IN,₹ 5000000,₹ 5000000,30/09/2016,31/03/2016,Active
1245,ADYA REALTY DEVELOPERS PRIVATE LIMITED,U45400WB2010PTC150371,RoC-Kolkata,10/06/2010,74 LENIN SARANI KOLKATA WB 700013 IN,₹ 500000,₹ 100000,29/09/2017,31/03/2017,Active
1246,KETKI DIES AND TOOLS PRIVATE LIMITED,U29299PN2005PTC020954,RoC-Pune,30/06/2005,"FLAT NO. 201, BLDG. NO. D-3,SWAPNANAGARI UDYAMNAGAR, PIMPRI PUNE Maharashtra INDIA 411018",₹ 700000,₹ 300000,,,ACTIVE
1247,FORESEE CONSULTING PRIVATE LIMITED,U74140DL2011PTC217700,RoC-Delhi,18/04/2011,189 KANGRA NIKETAN OUTER RING ROAD VIKASPURI NEW DELHI DL 110018 IN,₹ 100000,₹ 100000,30/09/2013,31/03/2013,Strike Off
1248,RAMA LAMINATORS PRIVATE LIMITED,U29294OR1989PTC002313,RoC-Cuttack,26/07/1989,POWER HOUSE ROAD ROURKELA Orissa INDIA,₹ 10000000,₹ 9303000,,,ACTIVE
1249,LN FLOAT GLASS PRIVATE LIMITED,U20219TN2007PTC063298,RoC-Chennai,27/04/2007,No.6 Moorthy Lane First Floor Chennai TN 600003 IN,₹ 10000000,₹ 4000000,30/09/2017,31/03/2017,Active
1250,SEVEN STAR PUBLICITIES PRIVATE LIMITED,U74900TN2013PTC089564,RoC-Chennai,11/02/2013,Flat No.G-2 Jains Abilash Apartments No.14 First Main Road United India Colony Kodambakkam Chennai Chennai TN 600024 IN,₹ 100000,₹ 100000,,,Strike Off
1251,PI31 LABS PRIVATE LIMITED,U74999KA2016PTC097604,RoC-Bangalore,07/11/2016,91Springboard Biz Hub P Ltd3rd Flr #2 Padmavati Complx80Ft RdOpp NGV Indr Stad Kormangla-8Block Bangalore Bangalore KA 560095 IN,₹ 10000,₹ 10000,29/09/2018,31/03/2018,Active
1252,GREENZA INSTRUMENTATIONS PRIVATE LIMITED,U31908TN2013PTC091849,RoC-Chennai,26/06/2013,NO.159 HARIHARA MAHAL CHINMAYA NAGAR CHENNAI Chennai TN 600092 IN,₹ 500000,₹ 500000,,,Active
1253,SOFTAGE INFORMATION TECHNOLOGY LTD.,U74899DL2000PLC106905,RoC-Delhi,20/07/2000,28A/10 JIA SARAI NEAR-IITHAUZ KHAS NEW DELHI Delhi INDIA 110016,₹ 40000000,₹ 35000000,,,ACTIVE
1254,JUPITER TEX FAB PRIVATE LIMITED,U17219DL2007PTC168889,RoC-Delhi,03/10/2007,C-69/B LGF Kalkaji Delhi New Delhi DL 110019 IN,₹ 10000000,₹ 5790000,29/09/2017,31/03/2017,Active
1255,EIKI DEVELOPERS PRIVATE LIMITED,U45400MH2010PTC208786,RoC-Mumbai,08/10/2010,A-203 Skypan Chs. Ltd. 64/67 Off New Link Road Oberoi Complex Andheri (West) Mumbai Mumbai City MH 400053 IN,₹ 100000,₹ 100000,,,Strike Off
1256,CARPET SOLUTIONS PRIVATE LIMITED,U74120UP2011PTC047305,RoC-Kanpur,08/11/2011,MAIN ROAD CHAK SAIF BHADOHI Varanasi UP 221401 IN,₹ 1000000,₹ 100000,,,Active
1257,WATERLILY SKY SCAPPER PRIVATE LIMITED,U45400WB2014PTC201773,RoC-Kolkata,15/05/2014,Rupayan Apartment No I Flat B Ground Floor 62 School Road Khardah Parganas North WB 700117 IN,₹ 100000,₹ 100000,03/08/2015,31/03/2015,Active
1258,MANKANE BROS ENGINEERS PRIVATE LIMITED,U29290MH1974PTC017298,RoC-Mumbai,21/03/1974,405 MIMRAJ BLDGKALBADEVI ROAD MUMBAI Maharashtra INDIA 400002,₹ 300000,₹ 287000,,,DORMANT
1259,SAM LITE ELECTROTECH PRIV LIMITED,U31501PB1996PTC018538,RoC-Chandigarh,22/07/1996,PB LUDHIANA PUNJAB Punjab INDIA,₹ 200000,₹ 4000,,,STRIKE OFF
1260,ANTARCTICA PROPERTIES COMPANY LIMITED.,U74140DL2007PLC163278,RoC-Delhi,11/05/2007,TRICONE TOWERS PLOT NO. 4B MAYUR VIHAR DISTRICT CENTRE PHASE 1 DELHI DL 110091 IN,₹ 86000000,₹ 84596430,30/09/2016,31/03/2016,Active
1261,CAMOUFLAGE INSULATION INDIA PRIVATE LIMITED,U29253PN2011PTC141667,RoC-Pune,16/12/2011,NO. 16 MHADA COMMERCIAL BUILDING SANT TUKARAM NAGAR PIMPRI PUNE Pune MH 411018 IN,₹ 100000,₹ 100000,,,Strike Off
1262,TRIPPDEALS ONLINE SERVICES PRIVATE LIMITED,U52590KL2015PTC039760,RoC-Ernakulam,23/12/2015,"Annexe-1, 2nd Floor Geo Inforark, Kinfra, Infopark Express Highway Kakkanad Ernakulam KL 682042 IN",₹ 500000,₹ 119660,31/12/2020,31/03/2020,Active
1263,GOODWILL ROOF INFRA INDIA PRIVATE LIMITED,U29253PN2014PTC150166,RoC-Pune,15/01/2014,OFFICE NO 43 A WING JAI GANESH SAMRAJYA SPINE ROAD BHOSARI PUNE Pune MH 411039 IN,₹ 100000,₹ 100000,,,Active
1264,AS JUTEK SPARE PRIVATE LIMITED,U29253WB2011PTC164794,RoC-Kolkata,11/07/2011,299SARAT BOSE ROAD DUMDUM CANT. SUBHASHNAGAR KOLKATA WB 700065 IN,₹ 500000,₹ 100000,30/09/2017,31/03/2017,Active
1265,DIGIBRAIN EDUGLOBE PRIVATE LIMITED,U80902DL2016PTC300785,RoC-Delhi,02/06/2016,UNIT NO. 403 4TH FLOOR MANGLAM PARADISE PLOT NO.8 MANGLAM PLACE SEC-3 ROHINI NEW DELHI North West DL 110085 IN,₹ 100000,₹ 100000,,,Under Process of Striking Off
